time,values
1636101900000,2.0039999999999996
1636102800000,2.0020000000000002
1636103700000,1.9954999999999998
1636104600000,1.9855
1636105500000,1.9860000000000002
1636106400000,1.9900000000000002
1636107300000,1.99
1636108200000,1.9855
1636109100000,1.981
1636110000000,1.984
1636110900000,1.983
1636111800000,1.988
1636112700000,1.983
1636113600000,1.9785
1636114500000,1.9805000000000001
1636115400000,1.9825
1636116300000,1.9875
1636117200000,1.9945
1636118100000,2.002
1636119000000,2.0035
1636119900000,2.002
1636120800000,1.9969999999999999
1636121700000,1.9925000000000002
1636122600000,1.9865
1636123500000,1.976
1636124400000,1.967
1636125300000,1.968
1636126200000,1.9735
1636127100000,1.9695
1636128000000,1.9725000000000001
1636128900000,1.9755
1636129800000,1.9805000000000001
1636130700000,1.9835
1636131600000,1.987
1636132500000,1.982
1636133400000,1.9805000000000001
1636134300000,1.9785
1636135200000,1.9835
1636136100000,1.9895
1636137000000,1.9915
1636137900000,1.9925000000000002
1636138800000,1.991
1636139700000,1.9865
1636140600000,1.9765000000000001
1636141500000,1.9755
1636142400000,1.975
1636143300000,1.968
1636144200000,1.965
1636145100000,1.9675
1636146000000,1.969
1636146900000,1.973
1636147800000,1.9725000000000001
1636148700000,1.9689999999999999
1636149600000,1.9695
1636150500000,1.9725000000000001
1636151400000,1.972
1636152300000,1.9735
1636153200000,1.9695
1636154100000,1.9689999999999999
1636155000000,1.9729999999999999
1636155900000,1.98
1636156800000,1.9769999999999999
1636157700000,1.9805000000000001
1636158600000,1.9855
1636159500000,1.9915
1636160400000,1.9945
1636161300000,1.986
1636162200000,1.993
1636163100000,1.9940000000000002
1636164000000,1.991
1636164900000,1.988
1636165800000,1.9855
1636166700000,1.983
1636167600000,1.9939999999999998
1636168500000,2.005
1636169400000,2.011
1636170300000,2.021
1636171200000,2.0255
1636172100000,2.0145
1636173000000,2.0105
1636173900000,2.009
1636174800000,2.012
1636175700000,2.013
1636176600000,2.0205
1636177500000,2.032
1636178400000,2.0225
1636179300000,2.0175
1636180200000,2.0135
1636181100000,2.011
1636182000000,2.013
1636182900000,1.996
1636183800000,1.9895
1636184700000,1.9929999999999999
1636185600000,1.9975
1636186500000,1.9985
1636187400000,1.995
1636188300000,1.9945
1636189200000,1.9935
1636190100000,1.9955
1636191000000,1.9965000000000002
1636191900000,1.991
1636192800000,1.9889999999999999
1636193700000,1.988
1636194600000,1.98
1636195500000,1.9745
1636196400000,1.9575
1636197300000,1.972
1636198200000,1.9695
1636199100000,1.963
1636200000000,1.9585
1636200900000,1.955
1636201800000,1.9625
1636202700000,1.9555
1636203600000,1.958
1636204500000,1.9645000000000001
1636205400000,1.9620000000000002
1636206300000,1.9625
1636207200000,1.96
1636208100000,1.9595
1636209000000,1.964
1636209900000,1.9665
1636210800000,1.967
1636211700000,1.972
1636212600000,1.9685000000000001
1636213500000,1.972
1636214400000,1.9725000000000001
1636215300000,1.9685000000000001
1636216200000,1.9665
1636217100000,1.969
1636218000000,1.9729999999999999
1636218900000,1.9745
1636219800000,1.9715
1636220700000,1.9695
1636221600000,1.9715
1636222500000,1.9705
1636223400000,1.9735
1636224300000,1.971
1636225200000,1.9755
1636226100000,1.974
1636227000000,1.976
1636227900000,1.9875
1636228800000,1.9935
1636229700000,1.991
1636230600000,1.9925000000000002
1636231500000,1.989
1636232400000,1.9889999999999999
1636233300000,1.9915
1636234200000,1.9935
1636235100000,1.9965000000000002
1636236000000,1.9965000000000002
1636236900000,1.993
1636237800000,1.996
1636238700000,2.0004999999999997
1636239600000,2.0
1636240500000,2.001
1636241400000,2.0010000000000003
1636242300000,2.002
1636243200000,1.999
1636244100000,1.992
1636245000000,1.9875
1636245900000,1.9935
1636246800000,1.999
1636247700000,2.003
1636248600000,1.9975
1636249500000,1.9915
1636250400000,1.994
1636251300000,1.989
1636252200000,1.99
1636253100000,1.992
1636254000000,1.9900000000000002
1636254900000,1.988
1636255800000,1.9895
1636256700000,1.9889999999999999
1636257600000,1.9900000000000002
1636258500000,1.989
1636259400000,1.9895
1636260300000,1.987
1636261200000,1.983
1636262100000,1.983
1636263000000,1.9825
1636263900000,1.9849999999999999
1636264800000,1.988
1636265700000,1.9875
1636266600000,1.9885000000000002
1636267500000,1.9825
1636268400000,1.981
1636269300000,1.983
1636270200000,1.985
1636271100000,1.984
1636272000000,1.9845000000000002
1636272900000,1.983
1636273800000,1.9825
1636274700000,1.9835
1636275600000,1.9805000000000001
1636276500000,1.9805000000000001
1636277400000,1.984
1636278300000,1.989
1636279200000,1.9905
1636280100000,1.9935
1636281000000,1.9945
1636281900000,1.991
1636282800000,1.9895
1636283700000,1.9885000000000002
1636284600000,1.988
1636285500000,1.9900000000000002
1636286400000,1.9915
1636287300000,1.9905
1636288200000,1.992
1636289100000,1.992
1636290000000,1.991
1636290900000,1.994
1636291800000,1.996
1636292700000,1.995
1636293600000,1.9925000000000002
1636294500000,1.9985
1636295400000,2.016
1636296300000,2.012
1636297200000,2.0095
1636298100000,2.0095
1636299000000,2.0164999999999997
1636299900000,2.0275
1636300800000,2.028
1636301700000,2.023
1636302600000,2.018
1636303500000,2.019
1636304400000,2.0205
1636305300000,2.0225
1636306200000,2.0164999999999997
1636307100000,2.0125
1636308000000,2.0084999999999997
1636308900000,2.0115
1636309800000,2.016
1636310700000,2.0205
1636311600000,2.019
1636312500000,2.014
1636313400000,2.0134999999999996
1636314300000,2.0095
1636315200000,2.0054999999999996
1636316100000,2.007
1636317000000,2.0095
1636317900000,2.0115
1636318800000,2.0149999999999997
1636319700000,2.0195
1636320600000,2.0195
1636321500000,2.0170000000000003
1636322400000,2.0199999999999996
1636323300000,2.0175
1636324200000,2.0199999999999996
1636325100000,2.019
1636326000000,2.018
1636326900000,2.018
1636327800000,2.017
1636328700000,2.0185
1636329600000,2.0155000000000003
1636330500000,2.0135
1636331400000,2.0324999999999998
1636332300000,2.043
1636333200000,2.0495
1636334100000,2.0519999999999996
1636335000000,2.0465
1636335900000,2.0465
1636336800000,2.0515
1636337700000,2.0515
1636338600000,2.0475000000000003
1636339500000,2.042
1636340400000,2.039
1636341300000,2.0415
1636342200000,2.0389999999999997
1636343100000,2.0385
1636344000000,2.0355
1636344900000,2.036
1636345800000,2.0380000000000003
1636346700000,2.0395
1636347600000,2.0385
1636348500000,2.0380000000000003
1636349400000,2.042
1636350300000,2.0404999999999998
1636351200000,2.0380000000000003
1636352100000,2.0425
1636353000000,2.0505
1636353900000,2.052
1636354800000,2.0515
1636355700000,2.046
1636356600000,2.04
1636357500000,2.0404999999999998
1636358400000,2.0385
1636359300000,2.0335
1636360200000,2.027
1636361100000,2.0275
1636362000000,2.0275
1636362900000,2.0279999999999996
1636363800000,2.028
1636364700000,2.0315000000000003
1636365600000,2.0315
1636366500000,2.0375
1636367400000,2.0404999999999998
1636368300000,2.0380000000000003
1636369200000,2.037
1636370100000,2.0355
1636371000000,2.0375
1636371900000,2.04
1636372800000,2.0395
1636373700000,2.0365
1636374600000,2.0374999999999996
1636375500000,2.038
1636376400000,2.0395000000000003
1636377300000,2.0389999999999997
1636378200000,2.035
1636379100000,2.025
1636380000000,2.0265
1636380900000,2.0275
1636381800000,2.0255
1636382700000,2.0265
1636383600000,2.0285
1636384500000,2.03
1636385400000,2.037
1636386300000,2.04
1636387200000,2.04
1636388100000,2.0374999999999996
1636389000000,2.0445
1636389900000,2.0505
1636390800000,2.0585
1636391700000,2.084
1636392600000,2.0940000000000003
1636393500000,2.0965
1636394400000,2.1195000000000004
1636395300000,2.1285
1636396200000,2.121
1636397100000,2.1100000000000003
1636398000000,2.115
1636398900000,2.1095
1636399800000,2.098
1636400700000,2.095
1636401600000,2.091
1636402500000,2.0970000000000004
1636403400000,2.0940000000000003
1636404300000,2.096
1636405200000,2.1025
1636406100000,2.1094999999999997
1636407000000,2.106
1636407900000,2.107
1636408800000,2.1085000000000003
1636409700000,2.1095
1636410600000,2.1185
1636411500000,2.1155
1636412400000,2.1245000000000003
1636413300000,2.1305
1636414200000,2.1245000000000003
1636415100000,2.128
1636416000000,2.121
1636416900000,2.1245
1636417800000,2.1455
1636418700000,2.152
1636419600000,2.13
1636420500000,2.123
1636421400000,2.1145
1636422300000,2.1115
1636423200000,2.112
1636424100000,2.125
1636425000000,2.1305
1636425900000,2.1355
1636426800000,2.143
1636427700000,2.1465
1636428600000,2.1479999999999997
1636429500000,2.1485
1636430400000,2.1500000000000004
1636431300000,2.15
1636432200000,2.16
1636433100000,2.1715
1636434000000,2.1630000000000003
1636434900000,2.1615
1636435800000,2.178
